INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
SCORE ScoreDiff=1;PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=24.708,67.989,-97.790;Time=1758;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-21.250,67.823,-44.214;Time=1758;Scoretype=Unknown
SCORE ScoreDiff=2;PlayerName=2IG|18 R4yderPSG;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=24.708,67.989,-97.790;Time=1758;Scoretype=cpDefends
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=-21.250,67.823,-44.214;Time=1758;Scoretype=Unknown
KILL;AttackerName=2IG|18 R4yderPSG;AttackerTeam=1;AttackerPos=24.708,67.989,-97.790;VictimName=1|USMC Seng711;VictimTeam=2;VictimPos=24.411,68.411,-88.883;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1758
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=1758
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=1.0;Time=1759
SCORE ScoreDiff=1;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-19.095,68.583,-46.650;Time=1759;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=34.074,67.338,-77.351;Time=1759;Scoretype=Unknown
KILL;AttackerName=2IG|15 [F|H]RAnDOOm;AttackerTeam=1;AttackerPos=-19.095,68.583,-46.650;VictimName= [F|H]Quicksilver;VictimTeam=2;VictimPos=-20.938,68.712,-45.330;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1759
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=9.250,68.507,-100.706;Time=1761;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=31.880,67.794,-79.510;Time=1761;Scoretype=Unknown
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=9.250,68.507,-100.706;VictimName=1|USMC Dreloc;VictimTeam=2;VictimPos=10.014,68.504,-100.450;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1761
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-22.266,68.801,-35.243;Time=1762;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-22.266,68.801,-35.243;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-17.237,67.726,-37.413;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1762
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=35.610,69.096,-101.112;Time=1762;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=35.610,69.096,-101.112;VictimName=2IGI18 Taran121;VictimTeam=1;VictimPos=33.056,69.712,-100.210;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1762
CAPTURE ControlPointID=2;CaptureType=neutral;CaptureTeam=0;CapturePointPos=-44.384,66.389,-104.737;Time=1762
SCORE ScoreDiff=1;PlayerName=1|USMC jay919;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=24.326,68.457,-84.067;Time=1762;Scoretype=kills
KILL;AttackerName=1|USMC jay919;AttackerTeam=2;AttackerPos=24.326,68.457,-84.067;VictimName=2IG|18 R4yderPSG;VictimTeam=1;VictimPos=24.382,68.047,-96.547;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=up_cpl;AttackerWeapon=m1903a1;Time=1762
SCORE ScoreDiff=-1;PlayerName= [F|H]Papillon;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=lvt-4;PlayerPos=-70.565,65.284,139.955;Time=1762;Scoretype=suicides
KILL;AttackerName= [F|H]Papillon;AttackerTeam=2;AttackerPos=-70.565,65.284,139.955;VictimName= [F|H]Papillon;VictimTeam=2;VictimPos=-70.565,65.284,139.955;VictimKit=UP_Scout;VictimVehicle=lvt-4;AttackerKit=UP_Scout;AttackerVehicle=lvt-4;Time=1762
EXIT PlayerName= [F|H]Papillon;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=8.8;Time=1762
EXIT PlayerName=5|USMC pr0z4c;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;VehicleTime=168.5;Time=1762
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=type94;Time=1763
SCORE ScoreDiff=1;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.603,69.291,-41.875;Time=1763;Scoretype=kills
SCORE ScoreDiff=1;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=29.771,68.349,-80.333;Time=1763;Scoretype=Unknown
SCORE ScoreDiff=2;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=167.059,81.791,-61.791;Time=1763;Scoretype=damageAssists
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=29.771,68.349,-80.333;Time=1763;Scoretype=Unknown
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-23.603,69.291,-41.875;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-28.771,69.068,-39.726;VictimKit=UW_PickUpSniperSpringfield;VictimVehicle=up_cpl;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1763
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.155,69.483,-99.210;Time=1764;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.155,69.483,-99.210;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=28.799,68.339,-81.145;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1764
SCORE ScoreDiff=1;PlayerName=2IG|18 GGarrido;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=24.454,68.284,-80.994;Time=1765;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1765;Scoretype=Unknown
SCORE ScoreDiff=1;PlayerName=24[2IG [24th][2IG]~Goda;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=37.930,68.409,-82.786;Time=1765;Scoretype=damageAssists
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1765;Scoretype=Unknown
SCORE ScoreDiff=2;PlayerName=2IG|18 GGarrido;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=24.454,68.284,-80.994;Time=1765;Scoretype=cpDefends
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1765;Scoretype=Unknown
KILL;AttackerName=2IG|18 GGarrido;AttackerTeam=1;AttackerPos=24.454,68.284,-80.994;VictimName=1|USMC jay919;VictimTeam=2;VictimPos=24.233,68.466,-83.903;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=jp_Scout;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1765
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.050,68.141,-26.363;Time=1769;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1769;Scoretype=Unknown
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-23.050,68.141,-26.363;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-21.521,65.731,-23.696;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1769
SCORE ScoreDiff=1;PlayerName=5|USMC Tutvys;PlayerTeam=2;PlayerKit=UP_Engineer;PlayerVehicle=fh1_25mmaa;PlayerPos=9.958,68.435,-88.167;Time=1769;Scoretype=kills
KILL;AttackerName=5|USMC Tutvys;AttackerTeam=2;AttackerPos=9.958,68.435,-88.167;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=24.235,68.482,-84.098;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Engineer;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=1769
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=37.674,69.325,-102.122;Time=1769;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=37.674,69.325,-102.122;VictimName=24[2IG [24th][2IG]~Goda;VictimTeam=1;VictimPos=38.338,68.413,-86.721;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1769
SCORE ScoreDiff=1;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-22.624,68.191,-39.534;Time=1770;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1770;Scoretype=Unknown
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-22.624,68.191,-39.534;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-22.334,68.769,-35.106;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1770
ENTER PlayerName=7[1st] buddydog123;PlayerTeam=2;VehicleName=75mmdp;Time=1772
SCORE ScoreDiff=-4;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-21.698,68.504,-39.495;Time=1773;Scoretype=TKs
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-21.698,68.504,-39.495;VictimName=2IG|15 GABBOTTO;VictimTeam=1;VictimPos=-21.538,69.677,-32.243;VictimKit=UP_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1773
SCORE ScoreDiff=3;PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;PlayerKit=UP_SMGAssault;PlayerVehicle=up_pvt;PlayerPos=23.020,68.326,-86.820;Time=1775;Scoretype=cpNeutralizes
CAPTURE ControlPointID=102;CaptureType=neutral;CaptureTeam=0;CapturePointPos=24.838,67.433,-85.765;Time=1775
SCORE ScoreDiff=1;PlayerName=1|1USM Shogun007;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=33.156,69.485,-99.213;Time=1777;Scoretype=kills
KILL;AttackerName=1|1USM Shogun007;AttackerTeam=2;AttackerPos=33.156,69.485,-99.213;VictimName=2IG|18 DTBG;VictimTeam=1;VictimPos=30.883,68.175,-80.246;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_LMG_Limited;AttackerVehicle=up_pvt;AttackerWeapon=bar18a2_slow;Time=1777
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-29.574,68.338,-46.786;Time=1778;Scoretype=kills
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-29.574,68.338,-46.786;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-26.103,68.297,-37.529;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1778
CAPTURE ControlPointID=1;CaptureType=neutral;CaptureTeam=0;CapturePointPos=-22.565,67.698,-35.086;Time=1778
SCORE ScoreDiff=-4;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.315,68.551,-36.897;Time=1779;Scoretype=TKs
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-23.315,68.551,-36.897;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-24.348,69.976,-33.326;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1779
SCORE ScoreDiff=-4;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.388,68.514,-36.876;Time=1780;Scoretype=TKs
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-23.388,68.514,-36.876;VictimName=2IGI18 luacha2000;VictimTeam=1;VictimPos=-22.699,69.636,-34.097;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1780
SCORE ScoreDiff=-4;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-24.107,68.408,-36.417;Time=1781;Scoretype=TKs
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-24.107,68.408,-36.417;VictimName=[2IG] Otto1;VictimTeam=1;VictimPos=-22.834,69.610,-33.839;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1781
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=UP_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=16.648,69.144,-94.630;Time=1781;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=Unknown;PlayerVehicle=MultiPlayerFreeCamera;PlayerPos=28.593,67.386,-81.377;Time=1781;Scoretype=Unknown
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=16.648,69.144,-94.630;VictimName=5|USMC Tutvys;VictimTeam=2;VictimPos=9.958,68.435,-88.167;VictimKit=UP_Engineer;VictimVehicle=fh1_25mmaa;AttackerKit=UP_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=m1garand;Time=1781
EXIT PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=fh1_25mmaa;VehicleTime=166.8;Time=1781
SCORE ScoreDiff=-4;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-24.483,68.478,-35.903;Time=1782;Scoretype=TKs
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-24.483,68.478,-35.903;VictimName=2IG|15 papa@FH2;VictimTeam=1;VictimPos=-21.157,66.701,-25.848;VictimKit=UP_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1782
SCORE ScoreDiff=-1;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=-17.735,95.712,-35.766;Time=1782;Scoretype=Unknown
SCORE ScoreDiff=-4;PlayerName=2IG|15 BamBam_55;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=aichi_val;PlayerPos=-19.874,98.044,-34.859;Time=1782;Scoretype=TKs
KILL;AttackerName=2IG|15 BamBam_55;AttackerTeam=1;AttackerPos=-19.874,98.044,-34.859;VictimName=2IG|15 knokworst;VictimTeam=1;VictimPos=-17.080,67.897,-36.385;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=aichi_val;AttackerWeapon=aichi_val_50kg_bombs;Time=1782
SCORE ScoreDiff=1;PlayerName=7[1st] buddydog123;PlayerTeam=2;PlayerKit=UP_RifleAssault;PlayerVehicle=75mmdp;PlayerPos=-33.085,66.875,-47.362;Time=1782;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-29.685,68.366,-46.722;Time=1782;Scoretype=damageAssists
KILL;AttackerName=7[1st] buddydog123;AttackerTeam=2;AttackerPos=-33.085,66.875,-47.362;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-24.734,68.937,-35.372;VictimKit=JP_PickUpFlamethrower;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_RifleAssault;AttackerVehicle=75mmdp;AttackerWeapon=75mmDP_barrel_he;Time=1782
ENTER PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1783
CAPTURE ControlPointID=1;CaptureType=neutral;CaptureTeam=0;CapturePointPos=-22.565,67.698,-35.086;Time=1784
EXIT PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=type94;VehicleTime=21.5;Time=1784
SCORE ScoreDiff=-4;PlayerName=2IG[24 slav_on_13;PlayerTeam=1;PlayerKit=JP_LMG_Limited;PlayerVehicle=fh1_25mmaa;PlayerPos=9.958,68.435,-88.167;Time=1784;Scoretype=TKs
KILL;AttackerName=2IG[24 slav_on_13;AttackerTeam=1;AttackerPos=9.958,68.435,-88.167;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=17.913,70.217,-92.765;VictimKit=UP_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_LMG_Limited;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=1784
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=1786
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1786
EXIT PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;VehicleTime=0.8;Time=1787
ENTER PlayerName=7|USMC Spindrifter49;PlayerTeam=2;VehicleName=lcvp;Time=1787
ENTER PlayerName=2IG|24 R0I0R;PlayerTeam=1;VehicleName=aichi_val;Time=1788
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=fh1_25mmaa;PlayerPos=25.444,67.114,-97.215;Time=1789;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=25.444,67.114,-97.215;VictimName=2IGCpt Malleus_RUSSI;VictimTeam=1;VictimPos=28.191,67.828,-85.203;VictimKit=jp_Scout;VictimVehicle=kurogane;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1789
EXIT PlayerName=2IGCpt Malleus_RUSSI;PlayerTeam=1;VehicleName=kurogane;VehicleTime=88.3;Time=1789
SCORE ScoreDiff=1;PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=1793;Scoretype=kills
KILL;AttackerName=5|USMC AL-SAHAD;AttackerTeam=2;AttackerPos=23.260,66.935,-64.751;VictimName=2IG|18 R4yderPSG;VictimTeam=1;VictimPos=36.191,71.505,-71.082;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=1793
SCORE ScoreDiff=1;PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=1793;Scoretype=kills
KILL;AttackerName=5|USMC AL-SAHAD;AttackerTeam=2;AttackerPos=23.260,66.935,-64.751;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=36.825,71.665,-70.788;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel2;Time=1793
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=fh1_25mmaa;PlayerPos=25.444,67.114,-97.215;Time=1794;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=25.444,67.114,-97.215;VictimName=2IG|18 DanielNL;VictimTeam=1;VictimPos=42.730,68.529,-82.070;VictimKit=JP_PickUpSniper;VictimVehicle=type95_hago;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1794
EXIT PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=66.2;Time=1794
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=fh1_25mmaa;PlayerPos=25.444,67.114,-97.215;Time=1798;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=25.444,67.114,-97.215;VictimName=[F|H] SturmFlim13;VictimTeam=1;VictimPos=48.741,68.497,-93.026;VictimKit=JP_Engineer_type93;VictimVehicle=type95_hago;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1798
EXIT PlayerName=[F|H] SturmFlim13;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=76.7;Time=1798
SCORE ScoreDiff=1;PlayerName=5|USMC AL-SAHAD;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=fh1_25mmaa;PlayerPos=23.260,66.935,-64.751;Time=1801;Scoretype=kills
KILL;AttackerName=5|USMC AL-SAHAD;AttackerTeam=2;AttackerPos=23.260,66.935,-64.751;VictimName=2IG|15 BamBam_55;VictimTeam=1;VictimPos=7.175,102.002,-47.296;VictimKit=JP_Antitank_turtlemine;VictimVehicle=aichi_val;AttackerKit=UP_Scout;AttackerVehicle=fh1_25mmaa;AttackerWeapon=fh1_25mmaa_barrel1;Time=1801
EXIT PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=aichi_val;VehicleTime=51.4;Time=1801
SCORE ScoreDiff=1;PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;PlayerKit=UW_PickUpFlamethrower;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-38.424,74.585,-100.164;Time=1808;Scoretype=kills
SCORE ScoreDiff=0;PlayerName= 2IG|HQSir_Kows;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=53.232,68.415,-79.933;Time=1808;Scoretype=Unknown
KILL;AttackerName=2IGI24 Lebowski(rus);AttackerTeam=1;AttackerPos=-38.424,74.585,-100.164;VictimName=5|USMC pr0z4c;VictimTeam=2;VictimPos=-46.239,67.376,-106.135;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=UW_PickUpFlamethrower;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=flamethrowerm1a1;Time=1808
SCORE ScoreDiff=1;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UP_LMG_Limited;PlayerVehicle=up_pvt;PlayerPos=-37.145,74.570,-101.151;Time=1809;Scoretype=kills
